Test Case ID,Test Items,Pre-condition,Test Data,Test Steps,Expected results,A result
TC-LOP-024,Không cảnh báo ping-pong khi chuỗi luân phiên bị ngắt,Có lịch sử gọi công cụ hoặc cấu hình detector vòng lặp trong runtime tác nhân.,"tool name, params, timestamp và lịch sử tool call dùng để Không cảnh báo ping-pong khi chuỗi luân phiên bị ngắt.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Không cảnh báo ping-pong khi chuỗi luân phiên bị ngắt. Minh chứng Vitest: src/agents/tool-loop-detection.test.ts - tool-loop-detection > detectToolCallLoop > does not flag ping-pong when alternation is broken.,Hệ thống Không cảnh báo ping-pong khi chuỗi luân phiên bị ngắt đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-LOP-025,Ghi result hash cố định cho output tool lớn,Có lịch sử gọi công cụ hoặc cấu hình detector vòng lặp trong runtime tác nhân.,"tool name, params, timestamp và lịch sử tool call dùng để Ghi result hash cố định cho output tool lớn.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Ghi result hash cố định cho output tool lớn. Minh chứng Vitest: src/agents/tool-loop-detection.test.ts - tool-loop-detection > detectToolCallLoop > records fixed-size result hashes for large tool outputs.,Hệ thống Ghi result hash cố định cho output tool lớn đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-LOP-026,Xử lý lịch sử tool call rỗng,Có lịch sử gọi công cụ hoặc cấu hình detector vòng lặp trong runtime tác nhân.,"tool name, params, timestamp và lịch sử tool call dùng để Xử lý lịch sử tool call rỗng.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Xử lý lịch sử tool call rỗng. Minh chứng Vitest: src/agents/tool-loop-detection.test.ts - tool-loop-detection > detectToolCallLoop > handles empty history.,Hệ thống Xử lý lịch sử tool call rỗng đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-LOP-027,Trả thống kê bằng 0 khi chưa có lịch sử tool call,Có lịch sử gọi công cụ hoặc cấu hình detector vòng lặp trong runtime tác nhân.,"tool name, params, timestamp và lịch sử tool call dùng để trả thống kê bằng 0 khi chưa có lịch sử tool call.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống trả thống kê bằng 0 khi chưa có lịch sử tool call. Minh chứng Vitest: src/agents/tool-loop-detection.test.ts - tool-loop-detection > getToolCallStats > returns zero stats for empty history.,Hệ thống trả thống kê bằng 0 khi chưa có lịch sử tool call đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-LOP-028,Tool-loop-detection getToolCallStats counts total calls and unique patterns,Có lịch sử gọi công cụ hoặc cấu hình detector vòng lặp trong runtime tác nhân.,"tool name, params, timestamp và lịch sử tool call dùng để tool-loop-detection getToolCallStats counts total calls and unique patterns.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống tool-loop-detection getToolCallStats counts total calls and unique patterns. Minh chứng Vitest: src/agents/tool-loop-detection.test.ts - tool-loop-detection > getToolCallStats > counts total calls and unique patterns.,Hệ thống tool-loop-detection getToolCallStats counts total calls and unique patterns đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-LOP-029,Tool-loop-detection getToolCallStats identifies most frequent pattern,Có lịch sử gọi công cụ hoặc cấu hình detector vòng lặp trong runtime tác nhân.,"tool name, params, timestamp và lịch sử tool call dùng để tool-loop-detection getToolCallStats identifies most frequent pattern.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống tool-loop-detection getToolCallStats identifies most frequent pattern. Minh chứng Vitest: src/agents/tool-loop-detection.test.ts - tool-loop-detection > getToolCallStats > identifies most frequent pattern.,Hệ thống tool-loop-detection getToolCallStats identifies most frequent pattern đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MUT-001,Xác định mutation của session_status,Có tool call/result cần phân loại là đọc dữ liệu hay làm thay đổi trạng thái.,"tool result, action name, path hoặc metadata mutation dùng để xác định mutation của session_status.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống xác định mutation của session_status. Minh chứng Vitest: src/agents/tool-mutation.test.ts - tool mutation helpers > treats session_status as mutating only when model override is provided.,Hệ thống xác định mutation của session_status đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MUT-002,Tạo fingerprint cho tool call làm thay đổi trạng thái,Có tool call/result cần phân loại là đọc dữ liệu hay làm thay đổi trạng thái.,"tool result, action name, path hoặc metadata mutation dùng để tạo fingerprint cho tool call làm thay đổi trạng thái.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống tạo fingerprint cho tool call làm thay đổi trạng thái. Minh chứng Vitest: src/agents/tool-mutation.test.ts - tool mutation helpers > builds stable fingerprints for mutating calls and omits read-only calls.,Hệ thống tạo fingerprint cho tool call làm thay đổi trạng thái đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MUT-003,Chuẩn hóa alias đường dẫn của coding tool,Có tool call/result cần phân loại là đọc dữ liệu hay làm thay đổi trạng thái.,"tool result, action name, path hoặc metadata mutation dùng để chuẩn hóa alias đường dẫn của coding tool.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống chuẩn hóa alias đường dẫn của coding tool. Minh chứng Vitest: src/agents/tool-mutation.test.ts - tool mutation helpers > treats coding-tool path aliases as the same stable target.,Hệ thống chuẩn hóa alias đường dẫn của coding tool đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MUT-004,Xuất trạng thái mutation cho payload,Có tool call/result cần phân loại là đọc dữ liệu hay làm thay đổi trạng thái.,"tool result, action name, path hoặc metadata mutation dùng để xuất trạng thái mutation cho payload.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống xuất trạng thái mutation cho payload. Minh chứng Vitest: src/agents/tool-mutation.test.ts - tool mutation helpers > exposes mutation state for downstream payload rendering.,Hệ thống xuất trạng thái mutation cho payload đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MUT-005,Fail-closed khi SecretRef không phân giải được,Có tool call/result cần phân loại là đọc dữ liệu hay làm thay đổi trạng thái.,"tool result, action name, path hoặc metadata mutation dùng để fail-closed khi SecretRef không phân giải được.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống fail-closed khi SecretRef không phân giải được. Minh chứng Vitest: src/agents/tool-mutation.test.ts - tool mutation helpers > matches tool actions by fingerprint and fails closed on asymmetric data.,Hệ thống fail-closed khi SecretRef không phân giải được đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MUT-006,Giữ heuristic mutation cũ theo tên tool,Có tool call/result cần phân loại là đọc dữ liệu hay làm thay đổi trạng thái.,"tool result, action name, path hoặc metadata mutation dùng để giữ heuristic mutation cũ theo tên tool.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống giữ heuristic mutation cũ theo tên tool. Minh chứng Vitest: src/agents/tool-mutation.test.ts - tool mutation helpers > keeps legacy name-only mutating heuristics for payload fallback.,Hệ thống giữ heuristic mutation cũ theo tên tool đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-POL-030,Loại allowlist làm mất core tools,Runtime tác nhân có cấu hình allow/deny tool policy theo cấp agent hoặc subagent.,"allowlist/denylist, tool name và subagent depth dùng để loại allowlist làm mất core tools.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống loại allowlist làm mất core tools. Minh chứng Vitest: src/agents/tool-policy-pipeline.test.ts - tool-policy-pipeline > strips allowlists that would otherwise disable core tools.,Hệ thống loại allowlist làm mất core tools đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-POL-031,Cảnh báo allowlist không tồn tại,Runtime tác nhân có cấu hình allow/deny tool policy theo cấp agent hoặc subagent.,"allowlist/denylist, tool name và subagent depth dùng để cảnh báo allowlist không tồn tại.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống cảnh báo allowlist không tồn tại. Minh chứng Vitest: src/agents/tool-policy-pipeline.test.ts - tool-policy-pipeline > warns about unknown allowlist entries.,Hệ thống cảnh báo allowlist không tồn tại đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-POL-032,Tool-policy-pipeline suppresses built-in profile warnings for unavailable gated core tools,Runtime tác nhân có cấu hình allow/deny tool policy theo cấp agent hoặc subagent.,"allowlist/denylist, tool name và subagent depth dùng để tool-policy-pipeline suppresses built-in profile warnings for unavailable gated core tools.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống tool-policy-pipeline suppresses built-in profile warnings for unavailable gated core tools. Minh chứng Vitest: src/agents/tool-policy-pipeline.test.ts - tool-policy-pipeline > suppresses built-in profile warnings for unavailable gated core tools.,Hệ thống tool-policy-pipeline suppresses built-in profile warnings for unavailable gated core tools đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-POL-033,Vẫn cảnh báo profile step khi có alsoAllow rõ ràng,Runtime tác nhân có cấu hình allow/deny tool policy theo cấp agent hoặc subagent.,"allowlist/denylist, tool name và subagent depth dùng để Vẫn cảnh báo profile step khi có alsoAllow rõ ràng.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Vẫn cảnh báo profile step khi có alsoAllow rõ ràng. Minh chứng Vitest: src/agents/tool-policy-pipeline.test.ts - tool-policy-pipeline > still warns for profile steps when explicit alsoAllow entries are present.,Hệ thống Vẫn cảnh báo profile step khi có alsoAllow rõ ràng đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-POL-034,Tool-policy-pipeline still warns for explicit allowlists that mention unavailable gated core tools,Runtime tác nhân có cấu hình allow/deny tool policy theo cấp agent hoặc subagent.,"allowlist/denylist, tool name và subagent depth dùng để tool-policy-pipeline still warns for explicit allowlists that mention unavailable gated core tools.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống tool-policy-pipeline still warns for explicit allowlists that mention unavailable gated core tools. Minh chứng Vitest: src/agents/tool-policy-pipeline.test.ts - tool-policy-pipeline > still warns for explicit allowlists that mention unavailable gated core tools.,Hệ thống tool-policy-pipeline still warns for explicit allowlists that mention unavailable gated core tools đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-POL-035,Khử trùng lặp cảnh báo policy,Runtime tác nhân có cấu hình allow/deny tool policy theo cấp agent hoặc subagent.,"allowlist/denylist, tool name và subagent depth dùng để khử trùng lặp cảnh báo policy.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống khử trùng lặp cảnh báo policy. Minh chứng Vitest: src/agents/tool-policy-pipeline.test.ts - tool-policy-pipeline > dedupes identical unknown-allowlist warnings across repeated runs.,Hệ thống khử trùng lặp cảnh báo policy đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-POL-036,Giới hạn cache cảnh báo policy,Runtime tác nhân có cấu hình allow/deny tool policy theo cấp agent hoặc subagent.,"allowlist/denylist, tool name và subagent depth dùng để giới hạn cache cảnh báo policy.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống giới hạn cache cảnh báo policy. Minh chứng Vitest: src/agents/tool-policy-pipeline.test.ts - tool-policy-pipeline > bounds the warning dedupe cache so new warnings still surface.,Hệ thống giới hạn cache cảnh báo policy đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-POL-037,Lọc tool theo allowlist rõ ràng,Runtime tác nhân có cấu hình allow/deny tool policy theo cấp agent hoặc subagent.,"allowlist/denylist, tool name và subagent depth dùng để lọc tool theo allowlist rõ ràng.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống lọc tool theo allowlist rõ ràng. Minh chứng Vitest: src/agents/tool-policy-pipeline.test.ts - tool-policy-pipeline > applies allowlist filtering when core tools are explicitly listed.,Hệ thống lọc tool theo allowlist rõ ràng đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-001,Không chạy monitor trước grace period,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để Không chạy monitor trước grace period.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Không chạy monitor trước grace period. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > does not run before the grace period.,Hệ thống Không chạy monitor trước grace period đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-002,Chạy health check sau grace period,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để Chạy health check sau grace period.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Chạy health check sau grace period. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > runs health check after grace period.,Hệ thống Chạy health check sau grace period đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-003,Nhận cấu hình timing.monitorStartupGraceMs,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để nhận cấu hình timing.monitorStartupGraceMs.",1. Chuẩn bị snapshot trạng thái kênh. 2. Chạy health monitor với cấu hình thời gian tương ứng. 3. Kiểm tra hành động restart/skip/stop để xác nhận hệ thống nhận cấu hình timing.monitorStartupGraceMs. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > accepts timing.monitorStartupGraceMs.,Hệ thống nhận cấu hình timing.monitorStartupGraceMs đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-004,Bỏ qua kênh đang khỏe,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để bỏ qua kênh đang khỏe.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống bỏ qua kênh đang khỏe. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > skips healthy channels (running + connected).,Hệ thống bỏ qua kênh đang khỏe đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-005,Bỏ qua kênh bị tắt,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để bỏ qua kênh bị tắt.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống bỏ qua kênh bị tắt. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > skips disabled channels.,Hệ thống bỏ qua kênh bị tắt đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-006,Bỏ qua kênh chưa cấu hình,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để bỏ qua kênh chưa cấu hình.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống bỏ qua kênh chưa cấu hình. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > skips unconfigured channels.,Hệ thống bỏ qua kênh chưa cấu hình đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-007,Bỏ qua kênh dừng thủ công,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để bỏ qua kênh dừng thủ công.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống bỏ qua kênh dừng thủ công. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > skips manually stopped channels.,Hệ thống bỏ qua kênh dừng thủ công đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-008,Bỏ qua account tắt health monitor,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để bỏ qua account tắt health monitor.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống bỏ qua account tắt health monitor. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > skips channels with health monitor disabled globally for that account.,Hệ thống bỏ qua account tắt health monitor đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-009,Vẫn restart account bật khi account khác cùng kênh bị tắt,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để vẫn restart account bật khi account khác cùng kênh bị tắt.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống vẫn restart account bật khi account khác cùng kênh bị tắt. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > still restarts enabled accounts when another account on the same channel is disabled.,Hệ thống vẫn restart account bật khi account khác cùng kênh bị tắt đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-010,Restart kênh bị kẹt,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để restart kênh bị kẹt.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống restart kênh bị kẹt. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > restarts a stuck channel (running but not connected).,Hệ thống restart kênh bị kẹt đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-011,Không restart khi kênh đang bận,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để không restart khi kênh đang bận.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống không restart khi kênh đang bận. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > skips restart when channel is busy with active runs.,Hệ thống không restart khi kênh đang bận đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-012,Restart khi trạng thái bận đã cũ,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để restart khi trạng thái bận đã cũ.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống restart khi trạng thái bận đã cũ. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > restarts busy channels when run activity is stale.,Hệ thống restart khi trạng thái bận đã cũ đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-013,Restart kênh mất kết nối dù còn cờ busy từ lifecycle trước,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để restart kênh mất kết nối dù còn cờ busy từ lifecycle trước.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống restart kênh mất kết nối dù còn cờ busy từ lifecycle trước. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > restarts disconnected channels when busy flags are inherited from a prior lifecycle.,Hệ thống restart kênh mất kết nối dù còn cờ busy từ lifecycle trước đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-014,Chờ kênh mới khởi động,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để chờ kênh mới khởi động.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống chờ kênh mới khởi động. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > skips recently-started channels while they are still connecting.,Hệ thống chờ kênh mới khởi động đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-015,Tôn trọng startup grace riêng của từng kênh,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để Tôn trọng startup grace riêng của từng kênh.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Tôn trọng startup grace riêng của từng kênh. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > respects custom per-channel startup grace.,Hệ thống Tôn trọng startup grace riêng của từng kênh đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-016,Restart kênh dừng sau nhiều lần reconnect,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để restart kênh dừng sau nhiều lần reconnect.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống restart kênh dừng sau nhiều lần reconnect. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > restarts a stopped channel that gave up (reconnectAttempts >= 10).,Hệ thống restart kênh dừng sau nhiều lần reconnect đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-017,Restart kênh dừng bất thường,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để restart kênh dừng bất thường.","1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống restart kênh dừng bất thường. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > restarts a channel that stopped unexpectedly (not running, not manual).",Hệ thống restart kênh dừng bất thường đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-018,Xem account thiếu cờ enabled/configured là account được quản lý,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để xem account thiếu cờ enabled/configured là account được quản lý.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống xem account thiếu cờ enabled/configured là account được quản lý. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > treats missing enabled/configured flags as managed accounts.,Hệ thống xem account thiếu cờ enabled/configured là account được quản lý đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-019,Áp dụng cooldown sau restart,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để áp dụng cooldown sau restart.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống áp dụng cooldown sau restart. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > applies cooldown — skips recently restarted channels for 2 cycles.,Hệ thống áp dụng cooldown sau restart đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-020,Giới hạn số lần restart mỗi giờ,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để giới hạn số lần restart mỗi giờ.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống giới hạn số lần restart mỗi giờ. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > caps at 3 health-monitor restarts per channel per hour.,Hệ thống giới hạn số lần restart mỗi giờ đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-021,Không chạy chồng health check khi restart vẫn đang xử lý,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để không chạy chồng health check khi restart vẫn đang xử lý.",1. Chuẩn bị snapshot trạng thái kênh. 2. Chạy health monitor với cấu hình thời gian tương ứng. 3. Kiểm tra hành động restart/skip/stop để xác nhận hệ thống không chạy chồng health check khi restart vẫn đang xử lý. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > runs checks single-flight when restart work is still in progress.,Hệ thống không chạy chồng health check khi restart vẫn đang xử lý đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MON-022,Dừng monitor sạch sẽ,Gateway có trạng thái channel/account và cấu hình monitor tương ứng.,"channel state, connected flag, heartbeat, active run và restart policy dùng để dừng monitor sạch sẽ.",1. Chuẩn bị snapshot trạng thái kênh. 2. Chạy health monitor với cấu hình thời gian tương ứng. 3. Kiểm tra hành động restart/skip/stop để xác nhận hệ thống dừng monitor sạch sẽ. Minh chứng Vitest: src/gateway/channel-health-monitor.test.ts - channel-health-monitor > stops cleanly.,Hệ thống dừng monitor sạch sẽ đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
